orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,shipstate/province,shipzip/postalcode,shipcountry/region,shippingfee,taxes,paymenttype,paiddate,notes,taxrate,taxstatus,statusid,uniquerowid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax,productid,unitpricex,quantity,discount,productname,supplierid,categoryid,quantityperunit,unitpricey,unitsinstock,unitsonorder,reorderlevel,discontinued,orderdate_main,year,month,unitprice,totalamount
10915,TORTU,2,1998-02-27,1998-03-27,1998-03-02,2.0,3.51,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,,,,,,,,,,,,667,Tortuga Restaurante,Miguel Angel Paolino,Owner,Avda. Azteca 123,M xico D.F.,,05033,Mexico,(5) 555-2933,,17,39.0,10.0,0.0,Alice Mutton,7.0,6.0,20 - 1 kg tins,39.0,0.0,0.0,0.0,True,,,,39.0,390.0
10915,TORTU,2,1998-02-27,1998-03-27,1998-03-02,2.0,3.51,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,,,,,,,,,,,,667,Tortuga Restaurante,Miguel Angel Paolino,Owner,Avda. Azteca 123,M xico D.F.,,05033,Mexico,(5) 555-2933,,33,2.5,30.0,0.0,Geitost,15.0,4.0,500 g,2.5,112.0,0.0,20.0,False,,,,2.5,75.0
10915,TORTU,2,1998-02-27,1998-03-27,1998-03-02,2.0,3.51,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,,,,,,,,,,,,667,Tortuga Restaurante,Miguel Angel Paolino,Owner,Avda. Azteca 123,M xico D.F.,,05033,Mexico,(5) 555-2933,,54,7.45,10.0,0.0,Tourti re,25.0,6.0,16 pies,7.45,21.0,0.0,10.0,False,,,,7.45,74.5
10916,RANCH,1,1998-02-27,1998-03-27,1998-03-09,2.0,63.77,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina,,,,,,,,,,,,668,Rancho grande,Sergio Guti rrez,Sales Representative,Av. del Libertador 900,Buenos Aires,,1010,Argentina,(1) 123-5555,(1) 123-5556,16,17.45,6.0,0.0,Pavlova,7.0,3.0,32 - 500 g boxes,17.45,29.0,0.0,10.0,False,,,,17.45,104.69999999999999
10916,RANCH,1,1998-02-27,1998-03-27,1998-03-09,2.0,63.77,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina,,,,,,,,,,,,668,Rancho grande,Sergio Guti rrez,Sales Representative,Av. del Libertador 900,Buenos Aires,,1010,Argentina,(1) 123-5555,(1) 123-5556,32,32.0,6.0,0.0,Mascarpone Fabioli,14.0,4.0,24 - 200 g pkgs.,32.0,9.0,40.0,25.0,False,,,,32.0,192.0
10916,RANCH,1,1998-02-27,1998-03-27,1998-03-09,2.0,63.77,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina,,,,,,,,,,,,668,Rancho grande,Sergio Guti rrez,Sales Representative,Av. del Libertador 900,Buenos Aires,,1010,Argentina,(1) 123-5555,(1) 123-5556,57,19.5,20.0,0.0,Ravioli Angelo,26.0,5.0,24 - 250 g pkgs.,19.5,36.0,0.0,20.0,False,,,,19.5,390.0
10917,ROMEY,4,1998-03-02,1998-03-30,1998-03-11,2.0,8.29,Romero y tomillo,"Gran V a, 1",Madrid,,28001,Spain,,,,,,,,,,,,669,Romero y tomillo,Alejandra Camino,Accounting Manager,"Gran V a, 1",Madrid,,28001,Spain,(91) 745 6200,(91) 745 6210,30,25.89,1.0,0.0,Nord-Ost Matjeshering,13.0,8.0,10 - 200 g glasses,25.89,10.0,0.0,15.0,False,1998-02-03,1998.0,2.0,25.89,25.89
10917,ROMEY,4,1998-03-02,1998-03-30,1998-03-11,2.0,8.29,Romero y tomillo,"Gran V a, 1",Madrid,,28001,Spain,,,,,,,,,,,,669,Romero y tomillo,Alejandra Camino,Accounting Manager,"Gran V a, 1",Madrid,,28001,Spain,(91) 745 6200,(91) 745 6210,60,34.0,10.0,0.0,Camembert Pierrot,28.0,4.0,15 - 300 g rounds,34.0,19.0,0.0,0.0,False,1998-02-03,1998.0,2.0,34.0,340.0
10918,BOTTM,3,1998-03-02,1998-03-30,1998-03-11,3.0,48.83,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,,,,,,,,,,,,670,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,(604) 555-4729,(604) 555-3745,1,18.0,60.0,0.25,Chai,1.0,1.0,10 boxes x 20 bags,18.0,39.0,0.0,10.0,False,1998-02-03,1998.0,2.0,18.0,1080.0
10918,BOTTM,3,1998-03-02,1998-03-30,1998-03-11,3.0,48.83,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,,,,,,,,,,,,670,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,(604) 555-4729,(604) 555-3745,60,34.0,25.0,0.25,Camembert Pierrot,28.0,4.0,15 - 300 g rounds,34.0,19.0,0.0,0.0,False,1998-02-03,1998.0,2.0,34.0,850.0
10919,LINOD,2,1998-03-02,1998-03-30,1998-03-04,2.0,19.8,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,,,,,,,,,,,,671,LINO-Delicateses,Felipe Izquierdo,Owner,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,(8) 34-56-12,(8) 34-93-93,16,17.45,24.0,0.0,Pavlova,7.0,3.0,32 - 500 g boxes,17.45,29.0,0.0,10.0,False,1998-02-03,1998.0,2.0,17.45,418.79999999999995
10919,LINOD,2,1998-03-02,1998-03-30,1998-03-04,2.0,19.8,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,,,,,,,,,,,,671,LINO-Delicateses,Felipe Izquierdo,Owner,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,(8) 34-56-12,(8) 34-93-93,25,14.0,24.0,0.0,NuNuCa Nu -Nougat-Creme,11.0,3.0,20 - 450 g glasses,14.0,76.0,0.0,30.0,False,1998-02-03,1998.0,2.0,14.0,336.0
10919,LINOD,2,1998-03-02,1998-03-30,1998-03-04,2.0,19.8,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,,,,,,,,,,,,671,LINO-Delicateses,Felipe Izquierdo,Owner,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,(8) 34-56-12,(8) 34-93-93,40,18.4,20.0,0.0,Boston Crab Meat,19.0,8.0,24 - 4 oz tins,18.4,123.0,0.0,30.0,False,1998-02-03,1998.0,2.0,18.4,368.0
10920,AROUT,4,1998-03-03,1998-03-31,1998-03-09,2.0,29.61,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,,,,,,,,,,,,672,Around the Horn,Thomas Hardy,Sales Representative,120 Hanover Sq.,London,,WA1 1DP,UK,(171) 555-7788,(171) 555-6750,50,16.25,24.0,0.0,Valkoinen suklaa,23.0,3.0,12 - 100 g bars,16.25,65.0,0.0,30.0,False,1998-03-03,1998.0,3.0,16.25,390.0
10921,VAFFE,1,1998-03-03,1998-04-14,1998-03-09,1.0,176.48,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,,,,,,,,,,,,673,Vaffeljernet,Palle Ibsen,Sales Manager,Smagsloget 45, rhus,,8200,Denmark,86 21 32 43,86 22 33 44,35,18.0,10.0,0.0,Steeleye Stout,16.0,1.0,24 - 12 oz bottles,18.0,20.0,0.0,15.0,False,1998-03-03,1998.0,3.0,18.0,180.0
10921,VAFFE,1,1998-03-03,1998-04-14,1998-03-09,1.0,176.48,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,,,,,,,,,,,,673,Vaffeljernet,Palle Ibsen,Sales Manager,Smagsloget 45, rhus,,8200,Denmark,86 21 32 43,86 22 33 44,63,43.9,40.0,0.0,Vegie-spread,7.0,2.0,15 - 625 g jars,43.9,24.0,0.0,5.0,False,1998-03-03,1998.0,3.0,43.9,1756.0
10922,HANAR,5,1998-03-03,1998-03-31,1998-03-05,3.0,62.74,Hanari Carnes,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,,,,,,,,,,,,674,Hanari Carnes,Mario Pontes,Accounting Manager,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,(21) 555-0091,(21) 555-8765,17,39.0,15.0,0.0,Alice Mutton,7.0,6.0,20 - 1 kg tins,39.0,0.0,0.0,0.0,True,1998-03-03,1998.0,3.0,39.0,585.0
10922,HANAR,5,1998-03-03,1998-03-31,1998-03-05,3.0,62.74,Hanari Carnes,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,,,,,,,,,,,,674,Hanari Carnes,Mario Pontes,Accounting Manager,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,(21) 555-0091,(21) 555-8765,24,4.5,35.0,0.0,Guaran  Fant stica,10.0,1.0,12 - 355 ml cans,4.5,20.0,0.0,0.0,True,1998-03-03,1998.0,3.0,4.5,157.5
10923,LAMAI,7,1998-03-03,1998-04-14,1998-03-13,3.0,68.26,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,,,,,,,,,,,,675,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11,42,14.0,10.0,0.2000000029802322,Singaporean Hokkien Fried Mee,20.0,5.0,32 - 1 kg pkgs.,14.0,26.0,0.0,0.0,True,1998-03-03,1998.0,3.0,14.0,140.0
10923,LAMAI,7,1998-03-03,1998-04-14,1998-03-13,3.0,68.26,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,,,,,,,,,,,,675,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11,43,46.0,10.0,0.2000000029802322,Ipoh Coffee,20.0,1.0,16 - 500 g tins,46.0,17.0,10.0,25.0,False,1998-03-03,1998.0,3.0,46.0,460.0
10923,LAMAI,7,1998-03-03,1998-04-14,1998-03-13,3.0,68.26,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,,,,,,,,,,,,675,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11,67,14.0,24.0,0.2000000029802322,Laughing Lumberjack Lager,16.0,1.0,24 - 12 oz bottles,14.0,52.0,0.0,10.0,False,1998-03-03,1998.0,3.0,14.0,336.0
10924,BERGS,3,1998-03-04,1998-04-01,1998-04-08,2.0,151.52,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,676,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,10,31.0,20.0,0.1000000014901161,Ikura,4.0,8.0,12 - 200 ml jars,31.0,31.0,0.0,0.0,False,1998-04-03,1998.0,4.0,31.0,620.0
10924,BERGS,3,1998-03-04,1998-04-01,1998-04-08,2.0,151.52,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,676,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,28,45.6,30.0,0.1000000014901161,R ssle Sauerkraut,12.0,7.0,25 - 825 g cans,45.6,26.0,0.0,0.0,True,1998-04-03,1998.0,4.0,45.6,1368.0
10924,BERGS,3,1998-03-04,1998-04-01,1998-04-08,2.0,151.52,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,,,,,,,,,,,,676,Berglunds snabbk p,Christina Berglund,Order Administrator,Berguvsv gen  8,Lule ,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,75,7.75,6.0,0.0,Rh nbr u Klosterbier,12.0,1.0,24 - 0.5 l bottles,7.75,125.0,0.0,25.0,False,1998-04-03,1998.0,4.0,7.75,46.5
10925,HANAR,3,1998-03-04,1998-04-01,1998-03-13,1.0,2.27,Hanari Carnes,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,,,,,,,,,,,,677,Hanari Carnes,Mario Pontes,Accounting Manager,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,(21) 555-0091,(21) 555-8765,36,19.0,25.0,0.1500000059604644,Inlagd Sill,17.0,8.0,24 - 250 g  jars,19.0,112.0,0.0,20.0,False,1998-04-03,1998.0,4.0,19.0,475.0
10925,HANAR,3,1998-03-04,1998-04-01,1998-03-13,1.0,2.27,Hanari Carnes,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,,,,,,,,,,,,677,Hanari Carnes,Mario Pontes,Accounting Manager,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,(21) 555-0091,(21) 555-8765,52,7.0,12.0,0.1500000059604644,Filo Mix,24.0,5.0,16 - 2 kg boxes,7.0,38.0,0.0,25.0,False,1998-04-03,1998.0,4.0,7.0,84.0
10926,ANATR,4,1998-03-04,1998-04-01,1998-03-11,3.0,39.92,Ana Trujillo Emparedados y helados,Avda. de la Constituci n 2222,M xico D.F.,,05021,Mexico,,,,,,,,,,,,678,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Avda. de la Constituci n 2222,M xico D.F.,,05021,Mexico,(5) 555-4729,(5) 555-3745,11,21.0,2.0,0.0,Queso Cabrales,5.0,4.0,1 kg pkg.,21.0,22.0,30.0,30.0,False,1998-04-03,1998.0,4.0,21.0,42.0
10926,ANATR,4,1998-03-04,1998-04-01,1998-03-11,3.0,39.92,Ana Trujillo Emparedados y helados,Avda. de la Constituci n 2222,M xico D.F.,,05021,Mexico,,,,,,,,,,,,678,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Avda. de la Constituci n 2222,M xico D.F.,,05021,Mexico,(5) 555-4729,(5) 555-3745,13,6.0,10.0,0.0,Konbu,6.0,8.0,2 kg box,6.0,24.0,0.0,5.0,False,1998-04-03,1998.0,4.0,6.0,60.0
10926,ANATR,4,1998-03-04,1998-04-01,1998-03-11,3.0,39.92,Ana Trujillo Emparedados y helados,Avda. de la Constituci n 2222,M xico D.F.,,05021,Mexico,,,,,,,,,,,,678,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Avda. de la Constituci n 2222,M xico D.F.,,05021,Mexico,(5) 555-4729,(5) 555-3745,19,9.2,7.0,0.0,Teatime Chocolate Biscuits,8.0,3.0,10 boxes x 12 pieces,9.2,25.0,0.0,5.0,False,1998-04-03,1998.0,4.0,9.2,64.39999999999999
10926,ANATR,4,1998-03-04,1998-04-01,1998-03-11,3.0,39.92,Ana Trujillo Emparedados y helados,Avda. de la Constituci n 2222,M xico D.F.,,05021,Mexico,,,,,,,,,,,,678,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Avda. de la Constituci n 2222,M xico D.F.,,05021,Mexico,(5) 555-4729,(5) 555-3745,72,34.8,10.0,0.0,Mozzarella di Giovanni,14.0,4.0,24 - 200 g pkgs.,34.8,14.0,0.0,0.0,False,1998-04-03,1998.0,4.0,34.8,348.0
10927,LACOR,4,1998-03-05,1998-04-02,1998-04-08,1.0,19.79,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,France,,,,,,,,,,,,679,La corne d'abondance,Daniel Tonini,Sales Representative,"67, avenue de l'Europe",Versailles,,78000,France,30.59.84.10,30.59.85.11,20,81.0,5.0,0.0,Sir Rodney's Marmalade,8.0,3.0,30 gift boxes,81.0,40.0,0.0,0.0,False,1998-05-03,1998.0,5.0,81.0,405.0
10927,LACOR,4,1998-03-05,1998-04-02,1998-04-08,1.0,19.79,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,France,,,,,,,,,,,,679,La corne d'abondance,Daniel Tonini,Sales Representative,"67, avenue de l'Europe",Versailles,,78000,France,30.59.84.10,30.59.85.11,52,7.0,5.0,0.0,Filo Mix,24.0,5.0,16 - 2 kg boxes,7.0,38.0,0.0,25.0,False,1998-05-03,1998.0,5.0,7.0,35.0
10927,LACOR,4,1998-03-05,1998-04-02,1998-04-08,1.0,19.79,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,France,,,,,,,,,,,,679,La corne d'abondance,Daniel Tonini,Sales Representative,"67, avenue de l'Europe",Versailles,,78000,France,30.59.84.10,30.59.85.11,76,18.0,20.0,0.0,Lakkalik  ri,23.0,1.0,500 ml,18.0,57.0,0.0,20.0,False,1998-05-03,1998.0,5.0,18.0,360.0
10928,GALED,1,1998-03-05,1998-04-02,1998-03-18,1.0,1.36,Galer a del gastron mo,"Rambla de Catalu a, 23",Barcelona,,8022,Spain,,,,,,,,,,,,680,Galer a del gastr nomo,Eduardo Saavedra,Marketing Manager,"Rambla de Catalu a, 23",Barcelona,,08022,Spain,(93) 203 4560,(93) 203 4561,47,9.5,5.0,0.0,Zaanse koeken,22.0,3.0,10 - 4 oz boxes,9.5,36.0,0.0,0.0,False,1998-05-03,1998.0,5.0,9.5,47.5
10928,GALED,1,1998-03-05,1998-04-02,1998-03-18,1.0,1.36,Galer a del gastron mo,"Rambla de Catalu a, 23",Barcelona,,8022,Spain,,,,,,,,,,,,680,Galer a del gastr nomo,Eduardo Saavedra,Marketing Manager,"Rambla de Catalu a, 23",Barcelona,,08022,Spain,(93) 203 4560,(93) 203 4561,76,18.0,5.0,0.0,Lakkalik  ri,23.0,1.0,500 ml,18.0,57.0,0.0,20.0,False,1998-05-03,1998.0,5.0,18.0,90.0
10929,FRANK,6,1998-03-05,1998-04-02,1998-03-12,1.0,33.93,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,,,,,,,,,,,,681,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,M nchen,,80805,Germany,089-0877310,089-0877451,21,10.0,60.0,0.0,Sir Rodney's Scones,8.0,3.0,24 pkgs. x 4 pieces,10.0,3.0,40.0,5.0,False,1998-05-03,1998.0,5.0,10.0,600.0
10929,FRANK,6,1998-03-05,1998-04-02,1998-03-12,1.0,33.93,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,,,,,,,,,,,,681,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,M nchen,,80805,Germany,089-0877310,089-0877451,75,7.75,49.0,0.0,Rh nbr u Klosterbier,12.0,1.0,24 - 0.5 l bottles,7.75,125.0,0.0,25.0,False,1998-05-03,1998.0,5.0,7.75,379.75
10929,FRANK,6,1998-03-05,1998-04-02,1998-03-12,1.0,33.93,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,,,,,,,,,,,,681,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,M nchen,,80805,Germany,089-0877310,089-0877451,77,13.0,15.0,0.0,Original Frankfurter gr ne So e,12.0,2.0,12 boxes,13.0,32.0,0.0,15.0,False,1998-05-03,1998.0,5.0,13.0,195.0
10930,SUPRD,4,1998-03-06,1998-04-17,1998-03-18,3.0,15.55,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,,,,,,,,,,,,682,Supr mes d lices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,(071) 23 67 22 20,(071) 23 67 22 21,21,10.0,36.0,0.0,Sir Rodney's Scones,8.0,3.0,24 pkgs. x 4 pieces,10.0,3.0,40.0,5.0,False,1998-06-03,1998.0,6.0,10.0,360.0
10930,SUPRD,4,1998-03-06,1998-04-17,1998-03-18,3.0,15.55,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,,,,,,,,,,,,682,Supr mes d lices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,(071) 23 67 22 20,(071) 23 67 22 21,27,43.9,25.0,0.0,Schoggi Schokolade,11.0,3.0,100 - 100 g pieces,43.9,49.0,0.0,30.0,False,1998-06-03,1998.0,6.0,43.9,1097.5
10930,SUPRD,4,1998-03-06,1998-04-17,1998-03-18,3.0,15.55,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,,,,,,,,,,,,682,Supr mes d lices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,(071) 23 67 22 20,(071) 23 67 22 21,55,24.0,25.0,0.2000000029802322,P t  chinois,25.0,6.0,24 boxes x 2 pies,24.0,115.0,0.0,20.0,False,1998-06-03,1998.0,6.0,24.0,600.0
10930,SUPRD,4,1998-03-06,1998-04-17,1998-03-18,3.0,15.55,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,,,,,,,,,,,,682,Supr mes d lices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,(071) 23 67 22 20,(071) 23 67 22 21,58,13.25,30.0,0.2000000029802322,Escargots de Bourgogne,27.0,8.0,24 pieces,13.25,62.0,0.0,20.0,False,1998-06-03,1998.0,6.0,13.25,397.5
10931,RICSU,4,1998-03-06,1998-03-20,1998-03-19,2.0,13.6,Richter Supermarkt,Starenweg 5,Gen ve,,1204,Switzerland,,,,,,,,,,,,683,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Gen ve,,1203,Switzerland,0897-034214,,13,6.0,42.0,0.1500000059604644,Konbu,6.0,8.0,2 kg box,6.0,24.0,0.0,5.0,False,1998-06-03,1998.0,6.0,6.0,252.0
10931,RICSU,4,1998-03-06,1998-03-20,1998-03-19,2.0,13.6,Richter Supermarkt,Starenweg 5,Gen ve,,1204,Switzerland,,,,,,,,,,,,683,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Gen ve,,1203,Switzerland,0897-034214,,57,19.5,30.0,0.0,Ravioli Angelo,26.0,5.0,24 - 250 g pkgs.,19.5,36.0,0.0,20.0,False,1998-06-03,1998.0,6.0,19.5,585.0
10932,BONAP,8,1998-03-06,1998-04-03,1998-03-24,1.0,134.64,Bon app',"12, rue des Bouchers",Marseille,,13008,France,,,,,,,,,,,,684,Bon app',Laurence Lebihan,Owner,"12, rue des Bouchers",Marseille,,13008,France,91.24.45.40,91.24.45.41,16,17.45,30.0,0.1000000014901161,Pavlova,7.0,3.0,32 - 500 g boxes,17.45,29.0,0.0,10.0,False,1998-06-03,1998.0,6.0,17.45,523.5
10932,BONAP,8,1998-03-06,1998-04-03,1998-03-24,1.0,134.64,Bon app',"12, rue des Bouchers",Marseille,,13008,France,,,,,,,,,,,,684,Bon app',Laurence Lebihan,Owner,"12, rue des Bouchers",Marseille,,13008,France,91.24.45.40,91.24.45.41,62,49.3,14.0,0.1000000014901161,Tarte au sucre,29.0,3.0,48 pies,49.3,17.0,0.0,0.0,False,1998-06-03,1998.0,6.0,49.3,690.1999999999999
10932,BONAP,8,1998-03-06,1998-04-03,1998-03-24,1.0,134.64,Bon app',"12, rue des Bouchers",Marseille,,13008,France,,,,,,,,,,,,684,Bon app',Laurence Lebihan,Owner,"12, rue des Bouchers",Marseille,,13008,France,91.24.45.40,91.24.45.41,72,34.8,16.0,0.0,Mozzarella di Giovanni,14.0,4.0,24 - 200 g pkgs.,34.8,14.0,0.0,0.0,False,1998-06-03,1998.0,6.0,34.8,556.8
10932,BONAP,8,1998-03-06,1998-04-03,1998-03-24,1.0,134.64,Bon app',"12, rue des Bouchers",Marseille,,13008,France,,,,,,,,,,,,684,Bon app',Laurence Lebihan,Owner,"12, rue des Bouchers",Marseille,,13008,France,91.24.45.40,91.24.45.41,75,7.75,20.0,0.1000000014901161,Rh nbr u Klosterbier,12.0,1.0,24 - 0.5 l bottles,7.75,125.0,0.0,25.0,False,1998-06-03,1998.0,6.0,7.75,155.0
10933,ISLAT,6,1998-03-06,1998-04-03,1998-03-16,3.0,54.15,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,,,,,,,,,,,,685,Island Trading,Helen Bennett,Marketing Manager,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,(198) 555-8888,,53,32.8,2.0,0.0,Perth Pasties,24.0,6.0,48 pieces,32.8,0.0,0.0,0.0,True,1998-06-03,1998.0,6.0,32.8,65.6
10933,ISLAT,6,1998-03-06,1998-04-03,1998-03-16,3.0,54.15,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,,,,,,,,,,,,685,Island Trading,Helen Bennett,Marketing Manager,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,(198) 555-8888,,61,28.5,30.0,0.0,Sirop d' rable,29.0,2.0,24 - 500 ml bottles,28.5,113.0,0.0,25.0,False,1998-06-03,1998.0,6.0,28.5,855.0
10934,LEHMS,3,1998-03-09,1998-04-06,1998-03-12,3.0,32.01,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,,,,,,,,,,,,686,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874,6,25.0,20.0,0.0,Grandma's Boysenberry Spread,3.0,2.0,12 - 8 oz jars,25.0,120.0,0.0,25.0,False,1998-09-03,1998.0,9.0,25.0,500.0
10935,WELLI,4,1998-03-09,1998-04-06,1998-03-18,3.0,47.59,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,,,,,,,,,,,,687,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,(14) 555-8122,,1,18.0,21.0,0.0,Chai,1.0,1.0,10 boxes x 20 bags,18.0,39.0,0.0,10.0,False,1998-09-03,1998.0,9.0,18.0,378.0
10935,WELLI,4,1998-03-09,1998-04-06,1998-03-18,3.0,47.59,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,,,,,,,,,,,,687,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,(14) 555-8122,,18,62.5,4.0,0.25,Carnarvon Tigers,7.0,8.0,16 kg pkg.,62.5,42.0,0.0,0.0,False,1998-09-03,1998.0,9.0,62.5,250.0
10935,WELLI,4,1998-03-09,1998-04-06,1998-03-18,3.0,47.59,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,,,,,,,,,,,,687,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,(14) 555-8122,,23,9.0,8.0,0.25,Tunnbr d,9.0,5.0,12 - 250 g pkgs.,9.0,61.0,0.0,25.0,False,1998-09-03,1998.0,9.0,9.0,72.0
10936,GREAL,3,1998-03-09,1998-04-06,1998-03-18,2.0,33.68,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,,,,,,,,,,,,688,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,,36,19.0,30.0,0.2000000029802322,Inlagd Sill,17.0,8.0,24 - 250 g  jars,19.0,112.0,0.0,20.0,False,1998-09-03,1998.0,9.0,19.0,570.0
